text,buy_inten,inten_level,cat
Can you suggest the best hair conditioners available?,1,4.0,Beauty & Personal Care
"Hey, do you know if there are any deals on lipsticks right now?",1,2.0,Beauty & Personal Care
What's the highest rated mascara on Amazon currently?,1,4.0,Beauty & Personal Care
"I'm looking for a new face mask that helps with acne, any suggestions?",1,4.0,Beauty & Personal Care
Could you help me find a gift set in the beauty category for my sister's birthday?,1,3.0,Beauty & Personal Care
I heard about a new organic shampoo brand. Can you find it on Amazon for me?,1,4.0,Beauty & Personal Care
Is there a top-rated anti-aging cream that you recommend?,1,4.0,Beauty & Personal Care
"Hello, how's your day going?",0,0.0,General
Can you find me a good deal on a hair straightener?,1,4.0,Beauty & Personal Care
"I'm looking for eco-friendly beauty products, any store recommendations on Amazon?",1,4.0,Beauty & Personal Care
I'm interested in trying Korean skincare products. What would you suggest?,1,4.0,Beauty & Personal Care
Do you have any information on the latest trends in cosmetics?,0,0.0,General
What are some must-have personal care items for a beginner?,1,3.0,Beauty & Personal Care
Could you find the best-rated nail polish sets on Amazon?,1,4.0,Beauty & Personal Care
"I need help picking a perfume that's not too strong, any suggestions?",1,4.0,Beauty & Personal Care
Is there a popular body wash that everyone's buying now?,1,2.0,Beauty & Personal Care
Thanks for your help today!,0,0.0,General
"Hi there, can you recommend some top-rated moisturizers for dry skin available on Amazon?",1,4.0,Beauty & Personal Care
"Good morning! I'm in search of a vegan mascara, any thoughts?",1,4.0,Beauty & Personal Care
Could you help me find some affordable hair conditioners?,1,2.0,Beauty & Personal Care
"I'm thinking about buying some skincare products to deal with acne, any advice?",1,3.0,Beauty & Personal Care
"Hi, do you have any recommendations for organic lip balms on Amazon?",1,4.0,Beauty & Personal Care
I need a new eyeliner that doesn't smudge. Any suggestions?,1,4.0,Beauty & Personal Care
"Hey, can you assist me in choosing a good face wash for sensitive skin?",1,3.0,Beauty & Personal Care
What's the best hair dryer available on Amazon right now?,1,4.0,Beauty & Personal Care
"I'm looking for a gift set of bath bombs, any favorites?",1,2.0,Beauty & Personal Care
Can you suggest a good anti-aging cream?,1,4.0,Beauty & Personal Care
Do you know if Amazon has a deal on shampoo and conditioner sets?,1,2.0,Beauty & Personal Care
"Hello, any pointers on choosing a gentle makeup remover?",1,3.0,Beauty & Personal Care
"I'm curious about trying new fragrances, what do you recommend from Amazon?",1,2.0,Beauty & Personal Care
"Looking for a new body lotion that hydrates well, any ideas?",1,4.0,Beauty & Personal Care
Can you find a top-rated nail polish on Amazon for me?,1,4.0,Beauty & Personal Care
What's the most popular men's grooming kit on Amazon right now?,1,3.0,Beauty & Personal Care
Could you check if there's any sale on facial masks?,1,2.0,Beauty & Personal Care
"I need some help finding a new hairbrush, any recommendations?",1,3.0,Beauty & Personal Care
"Good evening, can you assist me in finding a high SPF sunscreen?",1,4.0,Beauty & Personal Care
Is there a good offer on teeth whitening kits on Amazon?,1,4.0,Beauty & Personal Care
"Hi there, can you recommend some hydrating serums available on Amazon?",1,4.0,Beauty & Personal Care
What's the best selling facial moisturizer right now?,1,3.0,Beauty & Personal Care
"I'm looking to buy a new hair straightener, any suggestions?",1,4.0,Beauty & Personal Care
Could you find me a deal on premium lipsticks?,1,4.0,Beauty & Personal Care
Is there a trending exfoliating scrub on Amazon?,1,2.0,Beauty & Personal Care
I need some natural skincare products for sensitive skin.,1,4.0,Beauty & Personal Care
Can you help me track down a good shampoo for dry hair?,1,3.0,Beauty & Personal Care
I'm on the hunt for a new mascara that doesn’t clump. Any ideas?,1,4.0,Beauty & Personal Care
Do you have any recommendations for beard oils?,1,3.0,Beauty & Personal Care
"Looking for a gift set in the beauty category, any popular ones?",1,4.0,Beauty & Personal Care
What are the top reviewed anti-aging creams?,1,4.0,Beauty & Personal Care
"I need a new toner for oily skin, any recommendations?",1,4.0,Beauty & Personal Care
Hi. Do you know if Amazon has offers on organic makeup products?,1,3.0,Beauty & Personal Care
"Good afternoon, I'm looking for a new nail polish brand. Any ideas?",1,2.0,Beauty & Personal Care
Can you suggest a high-quality sunscreen from Amazon?,1,4.0,Beauty & Personal Care
Any good deals on men’s grooming kits?,1,3.0,Beauty & Personal Care
Could you help me find a hair mask for damaged hair?,1,4.0,Beauty & Personal Care
What are the most purchased body washes on Amazon?,1,4.0,Beauty & Personal Care
"I'm thinking about trying a new perfume, can you assist?",1,4.0,Beauty & Personal Care
"Hey, can you find me some eco-friendly cosmetic products on Amazon?",1,4.0,Beauty & Personal Care
Hello there!,0,0.0,General
Good morning! Could you help me find a new face moisturizer?,1,4.0,Beauty & Personal Care
I heard hyaluronic acid serums are good. Do you have any recommendations?,1,4.0,Beauty & Personal Care
Can you suggest a top-rated shampoo for dry hair on Amazon?,1,3.0,Beauty & Personal Care
I'm in need of a new eyeliner that won't smudge. Any ideas?,1,4.0,Beauty & Personal Care
"Just looking around for now, thanks!",0,0.0,General
What's the best selling skin care cream currently?,1,3.0,Beauty & Personal Care
"I need a new lip balm, preferably with SPF. Any suggestions?",1,4.0,Beauty & Personal Care
Can you find me a deal on a high-quality hair dryer?,1,4.0,Beauty & Personal Care
Is there a new trend in organic skin care products on Amazon?,1,2.0,Beauty & Personal Care
I'm considering buying a new makeup brush set. What do you recommend?,1,4.0,Beauty & Personal Care
Could you help me find the latest in eco-friendly cosmetics?,1,4.0,Beauty & Personal Care
I heard about a new anti-aging cream that's popular. Do you know it?,1,3.0,Beauty & Personal Care
Looking for the best perfume for a dinner date. Any suggestions?,1,4.0,Beauty & Personal Care
"Show me some good options for vegan skincare products, please.",1,4.0,Beauty & Personal Care
Can you compare prices for the top-rated mascaras on Amazon?,1,4.0,Beauty & Personal Care
I'm out of face wash. Need to order a new one ASAP. Any deals?,1,4.0,Beauty & Personal Care
What are the trending hair styling products right now?,1,2.0,Beauty & Personal Care
Need a gift recommendation for a friend who loves makeup.,1,3.0,Beauty & Personal Care
Do you have any budget-friendly facial cleansers that are effective?,1,4.0,Beauty & Personal Care
"Hey, can you help me find some top-rated moisturizers on Amazon?",1,4.0,Beauty & Personal Care
Good morning! Could you recommend some hydrating serums available on Amazon?,1,4.0,Beauty & Personal Care
I heard Amazon has great deals on skincare. Know anything about that?,1,2.0,Beauty & Personal Care
Do you think it's worth buying an organic face wash? Any suggestions?,1,3.0,Beauty & Personal Care
What's the best hair conditioner for dry hair on Amazon?,1,4.0,Beauty & Personal Care
Can you find me a good deal on mascara?,1,4.0,Beauty & Personal Care
Hi there! I'm trying to locate some gentle cleansers for sensitive skin. Any ideas?,1,4.0,Beauty & Personal Care
Could you suggest some eco-friendly beauty products from Amazon?,1,3.0,Beauty & Personal Care
"I need a new lip balm that hydrates well, any recommendations?",1,4.0,Beauty & Personal Care
"Looking for a gift set in the beauty section of Amazon, any top picks?",1,2.0,Beauty & Personal Care
Hello,0,0.0,General
How's it going today?,0,0.0,General
"Just browsing for some new beauty tools, any thoughts?",1,2.0,Beauty & Personal Care
Is there a sale on beauty blenders on Amazon?,1,4.0,Beauty & Personal Care
Can you compare prices for hair straighteners on Amazon for me?,1,4.0,Beauty & Personal Care
Do you have any tips on choosing a good shampoo?,1,2.0,Beauty & Personal Care
"I'm trying to find a vegan makeup brand, got any in mind?",1,4.0,Beauty & Personal Care
Could you help me find a high SPF sunscreen that isn't too greasy?,1,4.0,Beauty & Personal Care
What's the latest trend in skincare products on Amazon?,1,2.0,Beauty & Personal Care
Can you help me find some affordable anti-aging skincare?,1,3.0,Beauty & Personal Care
"Hi there, could you help me find some moisturizers for sensitive skin?",1,4.0,Beauty & Personal Care
I'm looking to buy a new mascara that doesn't clump. Any ideas?,1,4.0,Beauty & Personal Care
Can you recommend a good anti-aging cream available on Amazon?,1,4.0,Beauty & Personal Care
What's the best shampoo for dry hair currently on Amazon?,1,3.0,Beauty & Personal Care
"I need a new lip balm that's hydrating, any suggestions?",1,2.0,Beauty & Personal Care
"Hello, can you help me find a good deal on a facial cleanser?",1,4.0,Beauty & Personal Care
"I'm in search of a new hair straightener, preferably ceramic. Any recommendations?",1,4.0,Beauty & Personal Care
Could you find me some organic skincare products on Amazon?,1,3.0,Beauty & Personal Care
I'm looking for a gift set of bath bombs. Seen any good ones?,1,2.0,Beauty & Personal Care
What are some top-rated men's grooming kits available?,1,3.0,Beauty & Personal Care
"Hey, do you know if there's a sale on haircare products on Amazon today?",1,2.0,Beauty & Personal Care
Can you help me compare prices on different facial toners?,1,4.0,Beauty & Personal Care
Is there a new trend in organic lipsticks that I should know about?,0,0.0,Beauty & Personal Care
"Good morning, I'm just browsing for now.",0,0.0,General
Can you tell me more about the benefits of argan oil in hair products?,0,0.0,Beauty & Personal Care
How do I choose the best sunscreen for my skin type?,1,3.0,Beauty & Personal Care
I heard good things about hyaluronic acid serums. Got any in stock?,1,3.0,Beauty & Personal Care
What's the highest-rated eye cream for dark circles?,1,4.0,Beauty & Personal Care
Can you recommend a lightweight foundation for everyday use?,1,4.0,Beauty & Personal Care
"I'm planning to restock my skincare essentials, can you help?",1,4.0,Beauty & Personal Care
"Hey there, can you help me find a top-rated moisturizer on Amazon?",1,4.0,Beauty & Personal Care
I need a new foundation that won't clog my pores. Any suggestions?,1,4.0,Beauty & Personal Care
Which is the best hair dryer available on Amazon right now?,1,4.0,Beauty & Personal Care
Good morning! I'm looking to buy some organic skincare products.,1,4.0,Beauty & Personal Care
Can you recommend a gentle face wash for sensitive skin?,1,3.0,Beauty & Personal Care
"I'm trying to find some vegan and cruelty-free makeup, any ideas?",1,4.0,Beauty & Personal Care
What's the best anti-aging cream I can get on Amazon?,1,4.0,Beauty & Personal Care
Could you find me a deal on a high-quality shampoo?,1,3.0,Beauty & Personal Care
Looking for a waterproof mascara that can hold up in humidity. Recommendations?,1,4.0,Beauty & Personal Care
I heard about a new hair treatment product. Can you help me find it?,1,4.0,Beauty & Personal Care
"Hello, I'm thinking about switching up my skincare routine. Any advice?",0,0.0,General
Can you guide me on how to choose the right type of concealer for my skin tone?,1,3.0,Beauty & Personal Care
"I need some good quality lip balm, especially for winter. Any recommendations?",1,4.0,Beauty & Personal Care
Is there a popular perfume that's trending? I'd like to try it.,1,3.0,Beauty & Personal Care
What are the best hair straighteners available on Amazon?,1,4.0,Beauty & Personal Care
Do you have any budget-friendly skincare kits for beginners?,1,3.0,Beauty & Personal Care
"Hello, can you help me find a gift set of beauty products?",1,4.0,Beauty & Personal Care
"I'm looking for a new nail polish set, any recommendations?",1,4.0,Beauty & Personal Care
Can you help me compare prices for organic body washes?,1,3.0,Beauty & Personal Care
"I want to buy a gift for my mother, something related to beauty care. Any ideas?",1,4.0,Beauty & Personal Care
"Hello, can you recommend some top-rated moisturizers available on Amazon?",1,4.0,Beauty & Personal Care
Good morning! I need help finding a good hair conditioner.,1,3.0,Beauty & Personal Care
Can you suggest any effective anti-aging skincare products?,1,3.0,Beauty & Personal Care
I'm looking for a new mascara that won't smudge. Any ideas?,1,4.0,Beauty & Personal Care
Do you have any recommendations for organic skincare products?,1,3.0,Beauty & Personal Care
"I need a new nighttime facial cream, preferably under $30. What do you suggest?",1,4.0,Beauty & Personal Care
What's the best selling lipstick on Amazon right now?,1,4.0,Beauty & Personal Care
Can you find me a deal on high-quality hair straighteners?,1,4.0,Beauty & Personal Care
I heard about a new brand of organic shampoos on Amazon. Do you know which one it is?,1,3.0,Beauty & Personal Care
I'm trying to find a good sunscreen for sensitive skin. Any recommendations?,1,4.0,Beauty & Personal Care
I need a waterproof eyeliner. Which brands are best?,1,4.0,Beauty & Personal Care
Is there a new trend in perfumes on Amazon that I should know about?,1,2.0,Beauty & Personal Care
What are the most eco-friendly beauty products available right now?,1,3.0,Beauty & Personal Care
Can you help me find a gift set of bath bombs?,1,4.0,Beauty & Personal Care
